10	1.9891e+30	0	0	0	0	0	0	0	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	559187	27738	0	0.554316	0.0404701	0	5.33205e+23	7.51405e+22	0	3.285e+23	-3.60079e+09	5.86697e+10	0	-47445.8	-2570.16	0	7.71367e+20	-1.25981e+22	0	4.867e+24	8.56141e+10	6.51795e+10	0	-21317.8	27829	0	-4.44012e+22	-3.38008e+22	0	5.972e+24	1.37894e+11	5.80259e+10	0	-11560.3	27453.3	0	-3.25174e+22	-1.38842e+22	0	6.39e+23	2.22277e+11	4.78975e+10	0	-5095.82	23587.2	0	-1.60372e+21	-3.45601e+20	0	1.898e+27	7.77481e+11	2.61351e+10	0	-438.477	13062.6	0	-4.15958e+23	-1.39882e+22	0	5.683e+26	1.43304e+12	1.93594e+10	0	-129.844	9679.13	0	-3.68928e+22	-4.94378e+20	0	8.681e+25	2.87528e+12	1.35999e+10	0	-32.2036	6799.92	0	-1.39778e+21	-6.57149e+18	0	1.024e+26	4.49547e+12	1.086e+10	0	-13.1686	5429.98	0	-6.74233e+20	-1.61936e+18	0	7.342e+22	1.38151e+11	5.77379e+10	0	-10802.3	28120.1	0	-5.31868e+20	-2.09154e+19	0	
10	1.9891e+30	2.18698e+06	198867	0	1.06492	0.13612	0	4.83169e+23	1.08235e+23	0	3.285e+23	-5.89214e+10	-5.48712e+09	0	4401	-46989.2	0	1.23989e+22	1.15267e+21	0	4.867e+24	2.83072e+10	1.03518e+11	0	-33946.6	9109.56	0	-1.47984e+22	-5.41126e+22	0	5.972e+24	1.04611e+11	1.06969e+11	0	-21306	20835.1	0	-2.4787e+22	-2.55242e+22	0	6.39e+23	2.0716e+11	9.36394e+10	0	-9964.04	21982.4	0	-1.49543e+21	-6.76045e+20	0	1.898e+27	7.76166e+11	5.22407e+10	0	-876.458	13040.5	0	-4.15253e+23	-2.79621e+22	0	5.683e+26	1.43265e+12	3.87154e+10	0	-259.663	9676.52	0	-3.68822e+22	-9.88737e+20	0	8.681e+25	2.87518e+12	2.71996e+10	0	-64.4064	6799.7	0	-1.39774e+21	-1.31436e+19	0	1.024e+26	4.49543e+12	2.17199e+10	0	-26.3372	5429.94	0	-6.74227e+20	-3.2389e+18	0	7.342e+22	1.04564e+11	1.06595e+11	0	-20279	20678.8	0	-2.80584e+20	-1.07666e+20	0	
10	1.9891e+30	4.78933e+06	583607	0	1.53148	0.250056	0	4.47624e+23	1.17396e+23	0	3.285e+23	7.43186e+09	-5.82385e+10	0	47148.2	6347.35	0	-1.59834e+21	1.25501e+22	0	4.867e+24	-4.0689e+10	9.89344e+10	0	-32547.2	-13560.7	0	2.14746e+22	-5.22156e+22	0	5.972e+24	5.49597e+10	1.39172e+11	0	-27708.9	10957.7	0	-1.31849e+22	-3.30424e+22	0	6.39e+23	1.82717e+11	1.35165e+11	0	-14386.8	19386.3	0	-1.32008e+21	-9.76695e+20	0	1.898e+27	7.73976e+11	7.82874e+10	0	-1313.45	13003.7	0	-4.14079e+23	-4.19043e+22	0	5.683e+26	1.432e+12	5.80643e+10	0	-389.432	9672.17	0	-3.68644e+22	-1.48296e+21	0	8.681e+25	2.87502e+12	4.07986e+10	0	-96.6077	6799.32	0	-1.39765e+21	-1.97157e+19	0	1.024e+26	4.49536e+12	3.25797e+10	0	-39.5056	5429.86	0	-6.74216e+20	-4.85846e+18	0	7.342e+22	5.46384e+10	1.38981e+11	0	-27165.8	10063.4	0	1.97079e+19	-2.99739e+20	0	
10	1.9891e+30	8.29235e+06	1.20481e+06	0	1.96608	0.372584	0	4.14978e+23	1.2547e+23	0	3.285e+23	5.73043e+10	1.10455e+10	0	-8994.37	47011.7	0	-1.25769e+22	-2.42216e+21	0	4.867e+24	-9.26255e+10	5.2991e+10	0	-17474.2	-30722.3	0	4.92426e+22	-2.81722e+22	0	5.972e+24	-3.29015e+09	1.49602e+11	0	-29772.1	-637.47	0	5.86599e+20	-3.53306e+22	0	6.39e+23	1.50042e+11	1.70599e+11	0	-18165.2	15913.5	0	-1.08521e+21	-1.23416e+21	0	1.898e+27	7.70913e+11	1.04246e+11	0	-1748.96	12952.2	0	-4.12438e+23	-5.57991e+22	0	5.683e+26	1.43109e+12	7.74029e+10	0	-519.126	9666.08	0	-3.68395e+22	-1.97697e+21	0	8.681e+25	2.8748e+12	5.43968e+10	0	-128.807	6798.79	0	-1.39754e+21	-2.62877e+19	0	1.024e+26	4.49527e+12	4.34393e+10	0	-52.6738	5429.75	0	-6.74202e+20	-6.47803e+18	0	7.342e+22	-3.64702e+09	1.49726e+11	0	-30112.1	-1611.92	0	2.04361e+20	-5.01694e+20	0	
10	1.9891e+30	1.26282e+07	2.07423e+06	0	2.36303	0.494318	0	3.76081e+23	1.10384e+23	0	3.285e+23	-1.4473e+10	5.70494e+10	0	-46071.9	-11356	0	3.09628e+21	-1.22017e+22	0	4.867e+24	-1.05547e+11	-1.52428e+10	0	5031.6	-35006.7	0	5.62173e+22	8.11511e+21	0	5.972e+24	-6.10262e+10	1.36636e+11	0	-27181.2	-12136.1	0	1.43685e+22	-3.21287e+22	0	6.39e+23	1.106e+11	1.98335e+11	0	-21128.3	11717.9	0	-8.00979e+20	-1.43682e+21	0	1.898e+27	7.66982e+11	1.30087e+11	0	-2182.49	12886.1	0	-4.10331e+23	-6.96305e+22	0	5.683e+26	1.42992e+12	9.67275e+10	0	-648.72	9658.26	0	-3.68076e+22	-2.47069e+21	0	8.681e+25	2.87451e+12	6.79937e+10	0	-161.003	6798.11	0	-1.39739e+21	-3.28594e+19	0	1.024e+26	4.49515e+12	5.42987e+10	0	-65.8416	5429.6	0	-6.74183e+20	-8.09763e+18	0	7.342e+22	-6.11552e+10	1.3699e+11	0	-28157	-12508.1	0	2.47412e+20	-5.89872e+20	0	
10	1.9891e+30	1.77261e+07	3.16051e+06	0	2.73372	0.584719	0	3.69729e+23	6.81939e+22	0	3.285e+23	-5.68757e+10	-1.62331e+10	0	13039.3	-45369.5	0	1.19804e+22	3.41688e+21	0	4.867e+24	-7.39485e+10	-7.70537e+10	0	25391.7	-24546.2	0	3.92211e+22	4.08539e+22	0	5.972e+24	-1.09219e+11	1.02309e+11	0	-20348.3	-21736.9	0	2.59318e+22	-2.40245e+22	0	6.39e+23	6.61632e+10	2.17112e+11	0	-23140.4	6986.33	0	-4.79804e+20	-1.57532e+21	0	1.898e+27	7.62185e+11	1.55781e+11	0	-2613.56	12805.5	0	-4.0776e+23	-8.33829e+22	0	5.683e+26	1.4285e+12	1.16035e+11	0	-778.189	9648.69	0	-3.67686e+22	-2.96405e+21	0	8.681e+25	2.87415e+12	8.15891e+10	0	-193.195	6797.27	0	-1.39721e+21	-3.9431e+19	0	1.024e+26	4.49501e+12	6.51577e+10	0	-79.009	5429.43	0	-6.7416e+20	-9.71726e+18	0	7.342e+22	-1.09027e+11	1.02644e+11	0	-21233.8	-21249.9	0	2.18252e+20	-4.68725e+20	0	
10	1.9891e+30	2.35755e+07	4.38757e+06	0	3.12231	0.638614	0	4.0806e+23	4.65912e+22	0	3.285e+23	1.81979e+10	-5.57422e+10	0	45191.4	15067.6	0	-3.92967e+21	1.20604e+22	0	4.867e+24	-1.12575e+10	-1.06522e+11	0	35001.2	-3881.08	0	5.93407e+21	5.59915e+22	0	5.972e+24	-1.40335e+11	5.19921e+10	0	-10341.2	-27934.7	0	3.33775e+22	-1.22501e+22	0	6.39e+23	1.87353e+10	2.26063e+11	0	-24107.9	1930.65	0	-1.35879e+20	-1.64307e+21	0	1.898e+27	7.56529e+11	1.81299e+11	0	-3041.68	12710.4	0	-4.0473e+23	-9.70409e+22	0	5.683e+26	1.42681e+12	1.35321e+11	0	-907.509	9637.39	0	-3.67226e+22	-3.45697e+21	0	8.681e+25	2.87373e+12	9.51827e+10	0	-225.383	6796.29	0	-1.397e+21	-4.60023e+19	0	1.024e+26	4.49483e+12	7.60164e+10	0	-92.1759	5429.23	0	-6.74133e+20	-1.13369e+19	0	7.342e+22	-1.39958e+11	5.20753e+10	0	-10550.3	-26939.8	0	2.17137e+20	-1.94811e+20	0	
10	1.9891e+30	3.02453e+07	5.7169e+06	0	3.55372	0.695079	0	4.45093e+23	7.17388e+22	0	3.285e+23	5.42227e+10	2.16968e+10	0	-17659.4	44468	0	-1.18829e+22	-4.75402e+21	0	4.867e+24	5.61798e+10	-9.16133e+10	0	30011	18215.7	0	-2.92345e+22	4.7711e+22	0	5.972e+24	-1.4951e+11	-6.44997e+09	0	1280.09	-29759.6	0	3.55142e+22	1.40719e+21	0	6.39e+23	-2.95391e+10	2.24769e+11	0	-23983.2	-3221.28	0	2.15403e+20	-1.63651e+21	0	1.898e+27	7.50021e+11	2.06613e+11	0	-3466.36	12601	0	-4.01242e+23	-1.10589e+23	0	5.683e+26	1.42487e+12	1.54583e+11	0	-1036.65	9624.36	0	-3.66697e+22	-3.94936e+21	0	8.681e+25	2.87325e+12	1.08774e+11	0	-257.565	6795.15	0	-1.39675e+21	-5.25733e+19	0	1.024e+26	4.49464e+12	8.68746e+10	0	-105.342	5428.99	0	-6.74102e+20	-1.29566e+19	0	7.342e+22	-1.49201e+11	-6.67771e+09	0	1886.28	-28939.9	0	2.76615e+20	1.3734e+20	0	
10	1.9891e+30	3.7804e+07	7.1918e+06	0	4.00556	0.785635	0	4.49702e+23	1.06064e+23	0	3.285e+23	-2.48252e+10	5.3437e+10	0	-43095.7	-19711.6	0	5.29598e+21	-1.13855e+22	0	4.867e+24	1.0046e+11	-3.88426e+10	0	12703.2	32649.7	0	-5.19719e+22	2.0111e+22	0	5.972e+24	-1.35313e+11	-6.38845e+10	0	12705.4	-26927.9	0	3.20233e+22	1.49037e+22	0	6.39e+23	-7.64695e+10	2.13269e+11	0	-22768.3	-8235.68	0	5.58106e+20	-1.55544e+21	0	1.898e+27	7.42666e+11	2.31694e+11	0	-3887.13	12477.4	0	-3.97301e+23	-1.24011e+23	0	5.683e+26	1.42266e+12	1.73817e+11	0	-1165.6	9609.6	0	-3.66097e+22	-4.44116e+21	0	8.681e+25	2.8727e+12	1.22363e+11	0	-289.741	6793.87	0	-1.39647e+21	-5.91439e+19	0	1.024e+26	4.49441e+12	9.77323e+10	0	-118.508	5428.72	0	-6.74066e+20	-1.45764e+19	0	7.342e+22	-1.35278e+11	-6.42625e+10	0	13730	-26860.3	0	3.7372e+20	3.88551e+20	0	
